timestamp,cell_id,cell_type,slice_type,throughput_mbps,latency_ms,packet_loss_pct,handover_count,rsrp_dbm,rsrq_db,prb_utilization_pct,active_users,sla_compliant,hour_of_day,day_of_week,is_peak_hour,throughput_per_user,spectral_efficiency,cell_type_enc,slice_type_enc,throughput_mbps_norm,latency_ms_norm,packet_loss_pct_norm,handover_count_norm,rsrp_dbm_norm,rsrq_db_norm,prb_utilization_pct_norm,active_users_norm,throughput_per_user_norm,spectral_efficiency_norm
2024-01-01 00:00:00,CELL_001,macro,eMBB,602.02,6.58,0.0258,1,-117.8,-13.17,56.0,47,1,0,0,0,12.808936170212766,10.750357142857142,0,2,0.2992581453634085,0.12044264590245679,0.0030951581169921783,0.09090909090909091,0.04400000000000006,0.40176470588235297,0.5368421052631579,0.15384615384615385,0.007055418829542953,0.2577169862692006
2024-01-01 01:00:00,CELL_001,macro,eMBB,1032.93,8.007,0.3244,3,-88.5,-19.6,49.8,61,1,1,0,0,16.93327868852459,20.741566265060243,0,2,0.5152531328320802,0.14781074394430485,0.038917414463266,0.2727272727272727,0.63,0.0235294117647058,0.47157894736842104,0.20066889632107024,0.009331399963182763,0.49972523713921413
2024-01-01 02:00:00,CELL_001,macro,eMBB,1024.47,6.901,0.8676,4,-92.1,-9.75,71.2,48,1,2,0,0,21.343125,14.388623595505617,0,2,0.5110125313283208,0.12659902955447727,0.10408368923652768,0.36363636363636365,0.5580000000000002,0.6029411764705882,0.6968421052631579,0.15719063545150502,0.011764933784054014,0.3458435072573185
2024-01-01 03:00:00,CELL_001,macro,eMBB,1038.38,7.232,1.7728,2,-109.7,-16.81,88.3,59,1,3,0,0,17.599661016949156,11.759682899207249,0,2,0.5179849624060151,0.13294720085920866,0.21267815154278036,0.18181818181818182,0.20599999999999993,0.1876470588235295,0.8768421052631579,0.1939799331103679,0.009699137026860512,0.2821649942995321
2024-01-01 04:00:00,CELL_001,macro,eMBB,644.32,10.062,0.219,5,-102.0,-13.44,49.9,42,1,4,0,0,15.340952380952382,12.912224448897797,0,2,0.32046115288220556,0.18722310657639857,0.026272853783770814,0.45454545454545453,0.36,0.3858823529411765,0.4726315789473684,0.13712374581939799,0.008452689085378147,0.3100819922408304
2024-01-01 05:00:00,CELL_001,macro,eMBB,624.9,7.952,0.1003,2,-105.2,-18.0,70.2,55,1,5,0,0,11.361818181818181,8.9017094017094,0,2,0.3107268170426065,0.1467559118543948,0.012032727098229282,0.18181818181818182,0.29599999999999993,0.11764705882352941,0.6863157894736842,0.1806020066889632,0.0062568398499568915,0.21293882170093503
2024-01-01 06:00:00,CELL_001,macro,eMBB,1053.16,2.791,0.6574,7,-92.0,-3.84,83.5,63,1,6,0,0,16.7168253968254,12.612694610778444,0,2,0.5253934837092732,0.04777430429028979,0.07886654829886271,0.6363636363636364,0.56,0.9505882352941176,0.8263157894736842,0.20735785953177258,0.009211952170950598,0.3028267450209965
2024-01-01 07:00:00,CELL_001,macro,eMBB,1066.27,8.7,0.3886,4,-98.7,-12.28,89.1,47,1,7,0,0,22.68659574468085,11.967115600448935,0,2,0.5319649122807018,0.16110162827717148,0.04661931954508374,0.36363636363636365,0.42599999999999993,0.45411764705882357,0.8852631578947368,0.15384615384615385,0.012506315969193726,0.2871894537605181
2024-01-01 08:00:00,CELL_001,macro,eMBB,589.77,10.221,0.02,1,-72.4,-15.46,86.6,42,1,8,0,1,14.042142857142856,6.8102771362586605,0,2,0.29311779448621555,0.1902725302545022,0.0023993473775133166,0.09090909090909091,0.9519999999999998,0.26705882352941174,0.8589473684210526,0.13712374581939799,0.00773595279122764,0.16227990162588043
2024-01-01 09:00:00,CELL_001,macro,eMBB,770.66,7.699,0.5387,3,-100.0,-18.47,87.0,46,1,9,0,1,16.753478260869564,8.858160919540229,0,2,0.3837894736842105,0.14190368424080857,0.06462642161332117,0.2727272727272727,0.4,0.09000000000000007,0.8631578947368421,0.1505016722408027,0.009232178722622289,0.21188398520728338
2024-01-01 10:00:00,CELL_001,macro,eMBB,633.94,8.389,0.0937,3,-107.6,-13.12,54.3,37,1,10,0,1,17.133513513513513,11.674769797421733,0,2,0.31525814536340857,0.1551370322778619,0.011240942463649888,0.2727272727272727,0.2480000000000001,0.40470588235294125,0.5189473684210526,0.12040133779264214,0.009441897741179872,0.28010821908967354
2024-01-01 11:00:00,CELL_001,macro,eMBB,834.47,7.994,1.014,2,-102.6,-11.58,63.4,41,1,11,0,0,20.352926829268295,13.16198738170347,0,2,0.4157744360902256,0.14756141999578065,0.12164691203992516,0.18181818181818182,0.3480000000000001,0.49529411764705883,0.6147368421052631,0.13377926421404682,0.011218501875175485,0.31613177958500094
2024-01-01 12:00:00,CELL_001,macro,eMBB,737.28,9.196,0.7741,1,-120.0,-4.53,67.2,37,1,12,0,0,19.926486486486485,10.97142857142857,0,2,0.3670576441102757,0.17061429585163304,0.09286674024665292,0.09090909090909091,0.0,0.9099999999999999,0.6547368421052632,0.12040133779264214,0.010983174627138974,0.26307180459914753
2024-01-01 13:00:00,CELL_001,macro,eMBB,545.16,12.894,0.2348,1,-99.0,-5.95,40.0,32,1,13,0,0,17.03625,13.629,0,2,0.2707568922305764,0.24153736982413068,0.028168338212006337,0.09090909090909091,0.42,0.8264705882352942,0.3684210526315789,0.10367892976588629,0.009388223750533992,0.32744381454551497
2024-01-01 14:00:00,CELL_001,macro,eMBB,735.13,9.018,1.3325,1,-82.4,-13.85,23.0,33,1,14,0,0,22.276666666666667,31.96217391304348,0,2,0.36597994987468674,0.1672004756333787,0.1598565190268247,0.09090909090909091,0.7519999999999999,0.361764705882353,0.18947368421052632,0.10702341137123746,0.012280100313353257,0.7715121247294866
2024-01-01 15:00:00,CELL_001,macro,eMBB,555.32,8.179,0.4243,3,-93.4,-16.03,36.6,31,1,15,0,0,17.913548387096775,15.172677595628416,0,2,0.2758496240601504,0.15110949157093265,0.05090215461394501,0.2727272727272727,0.5319999999999999,0.23352941176470582,0.33263157894736844,0.10033444816053512,0.009872352934455939,0.3648349561236711
2024-01-01 16:00:00,CELL_001,macro,eMBB,904.4,7.77,0.1075,4,-102.0,-19.14,72.0,46,1,16,0,0,19.66086956521739,12.56111111111111,0,2,0.4508270676691729,0.14326537657505609,0.012896492154134076,0.36363636363636365,0.36,0.050588235294117614,0.7052631578947368,0.1505016722408027,0.010836596330380198,0.3015772833817137
2024-01-01 17:00:00,CELL_001,macro,eMBB,450.94,10.112,0.085,3,-77.3,-7.54,73.6,40,1,17,0,0,11.2735,6.126902173913044,0,2,0.22352882205513785,0.18818204483995318,0.010197226354431595,0.2727272727272727,0.8540000000000001,0.7329411764705883,0.7221052631578947,0.13043478260869565,0.0062081022597390385,0.14572711233853575
2024-01-01 18:00:00,CELL_001,macro,eMBB,799.98,10.249,0.2648,4,-92.2,-9.87,48.9,34,1,18,0,1,23.528823529411767,16.35950920245399,0,2,0.3984862155388471,0.19080953568209277,0.03176735927827631,0.36363636363636365,0.5559999999999999,0.5958823529411765,0.46210526315789474,0.11036789297658862,0.012971091758247115,0.39358253189073406
